product_id,image_path
235,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\235.jpg
13324,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13324.jpg
12056,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12056.jpg
9032,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9032.jpg
2995,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\2995.jpg
11323,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11323.jpg
1725,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\1725.jpg
11159,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11159.jpg
14291,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14291.jpg
9170,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9170.jpg
1227,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\1227.jpg
11605,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11605.jpg
16869,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16869.jpg
16506,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16506.jpg
16246,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16246.jpg
15461,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15461.jpg
10348,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\10348.jpg
5386,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5386.jpg
15420,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15420.jpg
15889,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15889.jpg
6519,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\6519.jpg
1129,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\1129.jpg
12456,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12456.jpg
14980,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14980.jpg
2817,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\2817.jpg
4659,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\4659.jpg
15217,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15217.jpg
10665,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\10665.jpg
17877,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\17877.jpg
9703,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9703.jpg
16782,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16782.jpg
5318,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5318.jpg
15805,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15805.jpg
8427,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8427.jpg
5270,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5270.jpg
14217,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14217.jpg
10013,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\10013.jpg
13196,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13196.jpg
4950,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\4950.jpg
3999,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\3999.jpg
2058,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\2058.jpg
3702,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\3702.jpg
15511,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15511.jpg
13423,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13423.jpg
9624,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9624.jpg
12341,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12341.jpg
11966,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11966.jpg
15577,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15577.jpg
5350,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5350.jpg
11936,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11936.jpg
5311,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5311.jpg
11476,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11476.jpg
13671,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13671.jpg
11040,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11040.jpg
7718,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\7718.jpg
13669,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13669.jpg
5164,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5164.jpg
10336,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\10336.jpg
13483,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13483.jpg
16771,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16771.jpg
15510,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15510.jpg
5095,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5095.jpg
13444,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13444.jpg
7105,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\7105.jpg
11899,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11899.jpg
10977,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\10977.jpg
13391,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13391.jpg
15439,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15439.jpg
11383,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11383.jpg
14465,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14465.jpg
14906,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14906.jpg
7191,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\7191.jpg
16919,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16919.jpg
7182,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\7182.jpg
4477,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\4477.jpg
11504,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11504.jpg
4092,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\4092.jpg
11897,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11897.jpg
16795,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16795.jpg
11873,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11873.jpg
7136,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\7136.jpg
7082,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\7082.jpg
13043,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13043.jpg
15493,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15493.jpg
6334,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\6334.jpg
2983,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\2983.jpg
12799,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12799.jpg
16401,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16401.jpg
16867,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16867.jpg
2944,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\2944.jpg
6186,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\6186.jpg
15885,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15885.jpg
16588,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16588.jpg
5931,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5931.jpg
2581,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\2581.jpg
14332,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14332.jpg
2534,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\2534.jpg
13810,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13810.jpg
12394,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12394.jpg
2391,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\2391.jpg
5566,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5566.jpg
14568,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14568.jpg
15686,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15686.jpg
14681,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14681.jpg
5527,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5527.jpg
5514,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5514.jpg
9573,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9573.jpg
1199,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\1199.jpg
5499,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5499.jpg
11484,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11484.jpg
15527,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15527.jpg
15382,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15382.jpg
16780,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16780.jpg
302,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\302.jpg
12317,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12317.jpg
5459,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5459.jpg
14798,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14798.jpg
5453,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5453.jpg
6748,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\6748.jpg
547,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\547.jpg
9366,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9366.jpg
12140,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12140.jpg
5405,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5405.jpg
9308,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9308.jpg
11478,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11478.jpg
5376,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\5376.jpg
8001,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8001.jpg
9499,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9499.jpg
9488,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9488.jpg
9481,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9481.jpg
9461,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9461.jpg
744,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\744.jpg
12205,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12205.jpg
12186,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12186.jpg
12155,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12155.jpg
9378,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9378.jpg
16125,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16125.jpg
12078,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\12078.jpg
167,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\167.jpg
14771,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14771.jpg
15896,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15896.jpg
11974,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11974.jpg
13328,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\13328.jpg
11685,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11685.jpg
11872,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11872.jpg
9054,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\9054.jpg
15550,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15550.jpg
11863,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11863.jpg
14679,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14679.jpg
11780,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11780.jpg
15569,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\15569.jpg
8660,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8660.jpg
8638,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8638.jpg
8629,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8629.jpg
8597,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8597.jpg
11597,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11597.jpg
11580,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11580.jpg
8466,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8466.jpg
8463,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8463.jpg
14620,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\14620.jpg
8459,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8459.jpg
11538,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\11538.jpg
8445,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8445.jpg
16936,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\16936.jpg
8425,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8425.jpg
8419,D:\Preet\Others\Projects\sem5project\Cartify\Cartify\ml-service\cnn\..\data\images\8419.jpg
